id,created_at,screen_name,clean_text,original_text,favorite_count,retweet_count,follower_count,polarity,subjectivity,hashtags,location
1126434623939141632,Thu May 09 10:31:57 +0000 2019,OvaisSarmad,un secretarygeneral warns of 'total disaster if global warming is not stopped,U.N. Secretary-General warns of 'total disaster' if global warming isn't stopped https://t.co/ZSjWxn3AqN,8,9,3211,0.0,0.375,,"Bonn, Germany"
1126431864372236288,Thu May 09 10:20:59 +0000 2019,hannahruthhowe,honestly who actually wants to die in a flood or tsunami or a fire because that is what is gon na happen if we dont help prevent global warming it is just facts,"Honestly, who actually wants to die in a flood or tsunami or a fire? Because that’s what’s gonna happen if we dont help prevent global warming. It’s just facts.",6,0,174,0.26666666666666666,0.3333333333333333,,"Winsford, England"
1126430039078137857,Thu May 09 10:13:44 +0000 2019,JWSpry,greens is another lie they are far from 'green yet another grand deception on the watermelon road to global marxism auspol aus votes201 warringah votes cd npoli,"@SylviaD32911201 @manifesto2000 @notrussianguy @Sci_or_Fic @CymaticWave @drwaheeduddin @Michael46830937 @Barbarajdurkin @GillesnFio @csfc67 @Trismos @MartinBrampton @audiF1 @Tangomitteckel @WalterHorsting @ttyEngland @JimWilemon @tan123 @m4gw @nemo_gratis @kuhn_reinhard @HowarthWass @NikolaTeslafoun @SConwaySmith @EdB_Ohio @rigga_mortis @struikmans @RogTallbloke @DenisCoghlan @Leigh252425 @nobadgers @Chaologistician @TheEndisFar @carlblom_robert @Captbobdad @Tea4gunsSC @ScribesShade @steve_v999 @RonCrunt @JaggerMickOZ @Carbongate @GretaThunberg @350 @350action @1_TMF_ @realDonaldTrump @RealJamesWoods @serveBC @ClimatePsych @JustinTrudeau “GREENS” is another lie. They are far from ’green’. Yet another grand deception on the watermelon road to global Marxism. 
https://t.co/NxvDTpom35 #Auspol #AusVotes2019 #WarringahVotes #CDNpoli",37,24,8982,0.1,0.575,"Auspol, AusVotes2019, WarringahVotes, CDNpoli","Melbourne, Victoria"
1126426344890322945,Thu May 09 09:59:03 +0000 2019,NiglsStuart_,how funny to see fb friends reacting to global warming though she/he was the one who throwing garbages anywhere feeling inoccent,"How funny to see fb friends reacting to global warming though she/he was the one who's throwing garbages anywhere , Feeling Inoccent",8,1,442,0.125,0.5,,
1126425253389819904,Thu May 09 09:54:43 +0000 2019,SteveSGoddard,climate junk scientists insist that global warming causes an early spring the record cold and snow outside my door says otherwise,"Climate junk scientists insist that global warming causes an ""early spring."" The record cold and snow outside my door says otherwise. https://t.co/PybgAtJUm6",81,33,32919,-0.125,0.3375,,Colorado
1126425092811051008,Thu May 09 09:54:04 +0000 2019,ColmQ12,global warming is not real obviously,@J_W____ @OMGitsAliA Global warming isn’t real obviously,11,0,1133,0.0,0.16666666666666666,,
1126423919307710464,Thu May 09 09:49:24 +0000 2019,wwf_uk,the arctic is in meltdown it is warming over twice as fast as the global average climate change means that walrus polar bears and people may soon face an icefree arctic ocean during the summer unless we take urgent action now rod downie chief polar advisor at wwfuk,"“The Arctic is in melt-down - it is warming over twice as fast as the global average. #ClimateChange means that walrus, polar bears and people may soon face an ice-free Arctic ocean during the summer, unless we take urgent action now.""-Rod Downie, Chief Polar Advisor at WWF-UK. https://t.co/32hPdF8xbM",97,60,224438,-0.0027777777777777727,0.26666666666666666,ClimateChange,"Woking, UK"
1126422874342846464,Thu May 09 09:45:15 +0000 2019,hyckzs,so are we all gon na help jaemin and jeno clean the earth or do yall just wan na wait for the effects of global warming to affect you more that it already is doing,so are we all gonna help jaemin and jeno clean the earth ? or do yall just wanna wait for the effects of global warming to affect you more that it already is doing ? 🤔 https://t.co/y7A6cap7ms,27,12,140,0.16666666666666669,0.3375,,
1126420953456627712,Thu May 09 09:37:37 +0000 2019,DrSimEvans,there has also a record saying climate change is mainly or entirely caused by humans and recordlow saying it is natural some say it is a mixture only that are correct scientists actually think recent warming is human,"There's also a record 48% saying climate change is ""mainly"" (33) or ""entirely"" (15) caused by humans and record-low 7% saying it's natural.

Some 40% say it's a mixture.

Only that 15% are correct. Scientists actually think recent warming is 100% human:

https://t.co/syke4yF9D9 ) https://t.co/PUJwuGzezK",29,15,19967,0.016666666666666666,0.41250000000000003,,London
1126420166105919488,Thu May 09 09:34:30 +0000 2019,Jessicae13Eaton,accessible education on global warming for us stokies,Accessible education on global warming for us stokies https://t.co/QYQnitilBC,20,3,28452,0.1875,0.1875,,"England, United Kingdom"
1126419837444431872,Thu May 09 09:33:11 +0000 2019,theboltreport,bolt this week abc presenters have gone feral promoting the great global warming scare and saying things that do not fit the facts theboltreport more,"BOLT: This week ABC presenters have gone feral promoting the great global warming scare - and saying things that do not fit the facts. #theboltreport @SkyNewsAust

MORE: https://t.co/e17iq9v5uh https://t.co/lWOruchz30",290,115,36823,0.275,0.4125,theboltreport,Australia
1126419749943095296,Thu May 09 09:32:50 +0000 2019,thegwpfcom,emma howard boyd claims that 'on current trends global temperature could rise between 2c and 4c by yet the current 21st century warming trend is only 013c a third of what climate models predict,"@aDissentient Emma Howard Boyd claims that 'on current trends, global temperature could rise between 2C and 4C by 2100.' Yet the current (21st century) warming trend is only 0.13C, a third of what climate models predict. https://t.co/9Dzkf0rg8k",18,14,6100,0.0,0.3,,London
1126418421544046593,Thu May 09 09:27:34 +0000 2019,jakpost,extinctions not driven by global warming jakpost,Extinctions not driven by global warming #jakpost https://t.co/nMCxeFXrGA,5,0,818607,0.0,0.0,jakpost,Jakarta
1126416317739872256,Thu May 09 09:19:12 +0000 2019,MLBinWA,the debate is over global warming is real,"@SteveSGoddard @Dcoronata @PolAnimalAus @priscian @EdBohman @TWTThisIsNow @flyonthewall182 @EdDarrell @FireFox_XB9R @IngersolRobert @CMH19611 @ChrisMartzWX @DougBookwriter2 @RoyPentland @Greg49039425 @bigskyrad @milneorchid @craigthomler @bfolson18 @NJSnowFan @AtomsksSanakan @JohnPalkovic @TADinKaty @DawnTJ90 @PlanetLuvie @AltUS_ARC @Boi_dBoi_d @sueytonius @GoldArcticFox @peter_vanwychen @GeraldKutney @ClimateRealists @Robin_Hagues @BradSchrag @Forthwithtx @DrMarkImisides @david_hanselman @amidgley @miked194765 @RenatusVoltaire @Paganliam @SylviaD32911201 @GAWHeckman @jk76022 @trippfunderburk @MatthewHavicon @DanielMcDonald4 @ILuvCO2 @Tokyo_Tom @markbjardine ""The Debate is over.

Global Warming is real.""...

https://t.co/hatZ10g8Lf https://t.co/24ABabeMeV",10,1,2635,0.1,0.15000000000000002,,Arizona & Serbia
1126414732079005696,Thu May 09 09:12:54 +0000 2019,techreview,by india could overtake the us as the world second largest emitter undermining efforts to curb global warming unless richer nations step up,"By 2040 India could overtake the US as the world’s second largest emitter, undermining efforts to curb global warming—unless richer nations step up. https://t.co/nKwC2b0Xom",41,25,956236,0.0,0.0,,"Cambridge, MA"
1126413428648579072,Thu May 09 09:07:43 +0000 2019,SteveSGoddard,there could be glaciers plowing through downtown chicago and progressives would still believe in global warming if the press made enough appeals to authority,"There could be glaciers plowing through downtown Chicago, and progressives would still believe in global warming - if the press made enough appeals to authority.",164,49,32919,0.0,0.25,,Colorado
1126411897039777793,Thu May 09 09:01:38 +0000 2019,SylviaD32911201,i guess we will hear about all these global warming events on the tonight record cold on the scandinavian peninsula australians brace for dual cold fronts snow rain storms record may snowfall in switzerland historic cold hitting europe and northern africa,"I guess we'll hear about all these global warming events on the @abc @sbs tonight?

Record cold on the Scandinavian Peninsula
Australians brace for dual cold fronts, snow, rain, storms
Record May snowfall in Switzerland
Historic cold hitting Europe and northern Africa",35,25,2051,-0.36,0.6,,Australia
1126411510455197696,Thu May 09 09:00:06 +0000 2019,TIME,un secretarygeneral warns of total disaster if global warming is not stopped,"U.N. Secretary-General warns of ""total disaster"" if global warming isn't stopped https://t.co/8XI8Kngt3d",118,71,15984606,0.0,0.375,,
1126411485670924288,Thu May 09 09:00:00 +0000 2019,350Australia,malcolm turnbull spills some more tea we need to vote for policies that will face the climateemergency pledge to vote 1point5 for policies that will keep dangerous global warming under degrees gt gt,"Malcolm Turnbull spills some more tea. ☕️

We need to vote for policies that will face the #climateemergency. Pledge to Vote #1point5 for policies that will keep dangerous global warming under 1.5 degrees &gt;&gt; https://t.co/uEKTm2L9xN https://t.co/Ke7YabeWS6",8,3,15136,-0.033333333333333326,0.4666666666666666,"climateemergency, 1point5",Australia
1126410249760645120,Thu May 09 08:55:05 +0000 2019,waza,after surviving unchanged for millions of years new zealand tuatara reptile is facing the threats of global warming learn about these living dinosaurs and the efforts to save them from staff,"After surviving unchanged for millions of years, New Zealand’s tuatara reptile is facing the threats of global warming. Learn about these ‘living dinosaurs’ and the efforts to save them from @aucklandzoo staff.

https://t.co/JfWzHtSR8b",6,2,2344,0.06818181818181818,0.22727272727272727,,
1126408986935418880,Thu May 09 08:50:04 +0000 2019,Shrubstreet,a great morning spent with year yesterday we spent some time talking about being global ambassadors and current global issues such as pollution deforestation global warming and how we can raise awareness and try and help shrubstreetsuperstars,"A great morning spent with Year 5 yesterday. We spent some time talking about being ‘Global Ambassadors’ and current global issues such as pollution, deforestation, global warming and how we can raise awareness and try and help. #shrubstreetsuperstars https://t.co/wohrZwqB7E",5,0,723,0.07500000000000001,0.23125,shrubstreetsuperstars,Leamington Spa
1126406288882032641,Thu May 09 08:39:21 +0000 2019,JaggerMickOZ,global warming was fun it is finished global cooling will not be fun people die when there is no energy security and no food security policy settings in the west will cause more deaths there will be a reckoning winter is coming,"Global Warming was Fun

It’s finished

Global Cooling won’t be Fun

People die when there is no Energy Security and no Food Security

Policy settings in the West will cause more deaths

There will be a Reckoning

Winter is Coming

. https://t.co/CChLFvLbKI",218,115,7001,0.22000000000000003,0.18,,
1126404120271675393,Thu May 09 08:30:44 +0000 2019,SteveSGoddard,savannah sellers from will be delivering the commencement address today in a snowstorm and record cold last week she suggested that students should skip school because global warming means they they have no future anyway,"Savannah Sellers from @MSNBC will be delivering the @CUBoulder commencement address today in a snowstorm and record cold.  Last week she suggested that students should skip school because global warming means they they have no future anyway
https://t.co/jkeWkInO2j
@WatchSavannah https://t.co/0JM5GbIa5n",60,45,32919,-0.15,0.29791666666666666,,Colorado
1126403223542222848,Thu May 09 08:27:10 +0000 2019,WURmarine,kees camphuysen nioz and mardik leopold wmr will conduct a first survey on the impact of upcoming changes in marine fisheries and global warming on the wellbeing of seabirds seals whales and dolphins in this area good luck,"Kees Camphuysen (NIOZ) and Mardik Leopold (WMR) will conduct a first survey on the impact of upcoming changes in marine fisheries and global warming on the well-being of seabirds, seals, whales 🐋and dolphins 🐬 in this area. Good luck! https://t.co/WoL8hJSIgv",7,2,2274,0.31666666666666665,0.3111111111111111,,The Netherlands
1126403212850765824,Thu May 09 08:27:08 +0000 2019,JWSpry,the mindblowing costs of global warming hysteria via u nreliables wind solar energy poverty auspol aus votes201 warringah votes cd npoli renewables scam credlin outsiders p mlive theboltreport tim flannery zali steggall,THE Mind-blowing Costs Of Global Warming Hysteria https://t.co/6tZnbJxCp9 via @JWSpry #UNreliables #Wind #Solar #EnergyPoverty #Auspol #AusVotes2019 #WarringahVotes #CDNpoli #Renewables #Scam #Credlin #Outsiders #PMlive #theboltreport #TimFlannery #ZaliSteggall,21,18,8982,0.0,0.0,"UNreliables, Wind, Solar, EnergyPoverty, Auspol, AusVotes2019, WarringahVotes, CDNpoli, Renewables, Scam, Credlin, Outsiders, PMlive, theboltreport, TimFlannery, ZaliSteggall","Melbourne, Victoria"
1126400177072480257,Thu May 09 08:15:04 +0000 2019,mid_day,sonam kapoor will turn producer with a yetuntitled international documentary on global warming envisioned as a collaborative effort of five directors her team is scouting for directors from india the us australia and europe story by,"Sonam Kapoor will turn producer with a yet-untitled international documentary on global warming. Envisioned as a collaborative effort of five directors, her team is scouting for directors from India, the US, Australia and Europe.

Story by: @MoharBasu 

https://t.co/GO0GeC59TE",25,16,639949,0.0,0.0,,"Mumbai, India"
1126398855837376512,Thu May 09 08:09:49 +0000 2019,edokonrad,can we just give palestinians equality already so we can solve this stupid conflict and work together to fight global warming,Can we just give Palestinians equality already so we can solve this stupid conflict and work together to fight global warming?,219,47,5790,-0.39999999999999997,0.5,,Tel Aviv
1126397825531596800,Thu May 09 08:05:43 +0000 2019,surfbird03,can australia afford a labor government shorten due to release labor global warming costings/results on friday 10/5,Can Australia afford a Labor Government? Shorten due to release Labor’s Global Warming costings/results on Friday 10/5.,8,6,4135,-0.0625,0.1875,, Politically Correct Australia
1126393612269305856,Thu May 09 07:48:59 +0000 2019,Kinesis,instead we could just stop and be like oh i am trans i did a thing because i needed to to make me feel better and i am glad i did and like now let us worry about ocean trash and global warming and the way immigrant children are being locked in cages,"Instead, we could just stop and be like, oh, I'm trans. I did a thing because I needed to to make me feel better, and I'm glad I did, and like now let's worry about ocean trash and global warming and the way immigrant children are being locked in cages.",28,1,3037,0.3333333333333333,0.5,,
1126393308731904000,Thu May 09 07:47:46 +0000 2019,Digger_forum,of all the reasons given by fans to elain how speeds are up yet it does not involve doping global warming is the best genius,"Of all the reasons given by fans to explain how speeds are up, yet it doesn't involve doping, global warming is the best. Genius.",11,0,14672,0.5,0.15,,
1126392443010568192,Thu May 09 07:44:20 +0000 2019,hnshuman,i honestly just want a president that recognizes that global warming is fucking real lol that is where my level of eectation for the intelligence of the president of the united states is at smh,I honestly just want a president that recognizes that global warming is fucking real lol that’s where my level of  expectation for the intelligence of the  president of the United States is at smh,7,2,285,0.5333333333333333,0.6333333333333333,,"Olympia, WA"
1126387373913169921,Thu May 09 07:24:11 +0000 2019,timrayner01,i think we are making an epoch mistake the human species is on a collision course with cataclysmic disruption do not say climate change or global warming say collapse we are guaranteeing this outcome decades in advance with every day we delay the inevitable transition,"I think we're making an epoch mistake. The human species is on a collision course with cataclysmic disruption. Don't say #climate change or global warming, say #collapse. We're guaranteeing this outcome decades in advance with every day we delay the inevitable transition.",5,3,4030,0.0,0.3666666666666667,"climate, collapse","Byron Bay, New South Wales"
1126386584595632128,Thu May 09 07:21:03 +0000 2019,AJENews,un chief forecasts 'total disaster if global warming not stopped,UN chief forecasts 'total disaster' if global warming not stopped https://t.co/UyaAKZsBEJ https://t.co/gojAo17b2X,27,34,1483858,0.0,0.375,,"Doha, Qatar"
1126385573663522816,Thu May 09 07:17:02 +0000 2019,ABBPowerGrids,we are presenting at elfack our new live tank breaker kv with airplus which enables close to global warming potential reduction in comparison to conventional equipment watch the video greenfuture future of energy elfack201 elfack,"We are presenting at #Elfack our new Live Tank Breaker 145 kV with AirPlus™ which enables close to 100% Global Warming Potential reduction in comparison to conventional equipment. Watch the video! https://t.co/9fd8EpeFr2 
#greenfuture #FutureOfEnergy #elfack2019 #Elfack https://t.co/EomJaSUdgj",14,4,47780,0.021645021645021644,0.40611471861471865,"Elfack, greenfuture, FutureOfEnergy, elfack2019, Elfack",Global
1126384051265269760,Thu May 09 07:10:59 +0000 2019,Kinesis,like can you imagine if we all stopped bitching about who is what gender and started focusing that considerable level of emotion focus and imagination towards to ocean trash problem how to survive global warming how about just curing cancer,"Like, can you imagine if we all stopped bitching about who is what gender and started focusing that considerable level of emotion, focus, and imagination towards to ocean trash problem? How to survive global warming? How about just curing cancer?",24,2,3037,0.05,0.225,,
1126381988737368064,Thu May 09 07:02:47 +0000 2019,AJEnglish,a dramatic threat to the whole of humanity un chief forecasts 'total disaster if global warming not stopped,"""A dramatic threat to the whole of humanity.""

UN chief forecasts 'total disaster' if global warming not stopped https://t.co/Xq0PfdOWtS https://t.co/blZxvAyVl1",121,67,5169787,-0.05833333333333332,0.4375,,"Doha, Qatar"
1126381739109019648,Thu May 09 07:01:48 +0000 2019,surfbird03,where are your costings and eected results of your your global warming policy no results no votes,@tanya_plibersek @JoshFrydenberg @frankelly08 Where are your costings and expected results of your your Global warming policy. No results no votes...,10,2,4135,0.0,0.0,, Politically Correct Australia
1126381425874407424,Thu May 09 07:00:33 +0000 2019,ja_herron,rather than invest in proven carbonfree energy exn says its approach to climate change is to search for a technology that does not yet exist but could one day allow oil and gas production to continue while also preventing global warming,"Rather than invest in proven carbon-free energy, Exxon says its approach to climate change is to search for a technology that doesn't yet exist, but could one day allow oil and gas production to continue while also preventing global warming.  https://t.co/SErksJnkcD",17,13,8716,0.0,0.0,,London
1126379004594933762,Thu May 09 06:50:56 +0000 2019,drwaheeduddin,in may australia is in the grip of antarctic blast of snowfall arctic freezing winds bring cold and snowfall south to colorado in the second week of may siberian cold blast make snowfall in the mountains near islamabad pakistan un busy talking fake global warming,"In May 2019, Australia is in the grip of Antarctic blast of snowfall. 
Arctic freezing winds bring cold &amp; snowfall south to Colorado in the second week of May 2019.
Siberian cold blast make snowfall in the mountains near Islamabad, Pakistan.
UN busy talking fake Global Warming. https://t.co/PTOqUDkSWR",97,63,8504,-0.21428571428571427,0.5285714285714286,,USA
1126378362904170496,Thu May 09 06:48:23 +0000 2019,JohnBroGBP,alarmists need to make up their minds when local examples are used to disprove agw we are told it is a global issue then they turn around and use local examples like canada is warming faster than the world non stop contradiction from alarmists,"@MartinBrampton @Nc1908Neil @m4gw @kuhn_reinhard @steckle_w @manifesto2000 @nemo_gratis @Tangomitteckel @HowarthWass @NikolaTeslafoun @GillesnFio @SConwaySmith @EdB_Ohio @CymaticWave @rigga_mortis @struikmans @Trismos @RogTallbloke @drwaheeduddin @SylviaD32911201 @DenisCoghlan @Leigh252425 @nobadgers @Chaologistician @TheEndisFar @carlblom_robert @Barbarajdurkin @Captbobdad @Tea4gunsSC @ScribesShade @steve_v999 @JWSpry @RonCrunt @tan123 @JaggerMickOZ @Carbongate @GretaThunberg @350 @350action Alarmists need to make up their minds. When local examples are used to disprove agw, we're told it's a ""global issue"".. then they turn around and use local examples like Canada is warming faster than the world... Non stop contradiction from alarmists",6,1,45,0.0,0.0,,
1126377812410212354,Thu May 09 06:46:12 +0000 2019,YardleyShooting,it always seemed part of a marxist agenda but what amazes is the consensus amongst the great and the good the depth of penetration and the constant propaganda un official admits global warming agenda is really about destroying capitalism zero hedge,"It always seemed part of a Marxist agenda, but what amazes is the consensus amongst the Great &amp; the Good, the depth of penetration, and the constant propaganda. ""U.N. Official Admits Global Warming Agenda Is Really About Destroying Capitalism | Zero Hedge"" https://t.co/9xsLQDCmCc",25,26,12235,0.19999999999999998,0.2833333333333333,,London
1126374543927463937,Thu May 09 06:33:12 +0000 2019,Zobyismyname,a bigger danger to global warming than dozens of chinese coalfired power stations,@JonD99 @SupportOurLefty A bigger danger to global warming than dozens of Chinese coal-fired power stations.,7,0,1135,0.0,0.16666666666666666,,Planet Earth (mostly)
1126374352641880064,Thu May 09 06:32:27 +0000 2019,b_brenzki,effect of global warming need i say more,Effect of Global Warming... Need I say more? 😅😅 https://t.co/YNvP439zj4,5,0,799,0.25,0.25,,MKT
1126373383887892480,Thu May 09 06:28:36 +0000 2019,_Min_Dumpling_,jungkook girls are hot jimin guys are hot too man taehyung why is everyone so hot yoongi global warming,"Jungkook: Girls are hot .

Jimin: Guys are hot too, man. 

Taehyung: Why is everyone so hot?

Yoongi: Global warming.",15,4,243,0.1875,0.6375000000000001,,🥑
1126372651440771074,Thu May 09 06:25:41 +0000 2019,PeterCranie,difference between green remain vote and lib dem remain vote in the nw is that we will not sell out the climate demand and jobs outweighs global warming concerns says lib dem committee chair as red yellow and blue all approve a new coal mine,"Difference between Green remain vote and Lib Dem remain vote in the NW is that we will not sell out the climate. “Demand and jobs outweighs global warming concerns says Lib Dem committee chair” as red, yellow and blue all approve a new coal mine https://t.co/Zb6fMxBMJ0 https://t.co/bVpslXRd4Z",95,62,3674,-0.01060606060606061,0.14242424242424243,,North West England
1126372499913158656,Thu May 09 06:25:05 +0000 2019,fragmansixty9,every day of more subsidies is more thousands of tonnes of carbon dioxide that our children and grandchildren are eected to suck back out of the air using scifi technologies that are not remotely feasible on any rational level,"Every day of more subsidies is more thousands of tonnes of carbon dioxide that our children and grandchildren are expected to suck back out of the air using sci-fi technologies that are not remotely feasible on any rational level.

https://t.co/dEDwFKqAWL",5,3,15459,0.2625,0.3,,Followed by Greta & McDonnell
1126369421541478400,Thu May 09 06:12:51 +0000 2019,carothelinaa,its gon na take a lot of work to get our generation off of their asses to take initiative on problems that are in dire need of solutions tweet isnt going to save our planet/nation/city from global warming political injustice racism crime pollution etc yall need to wake up,"its gonna take a lot of work to get our generation off of their asses to take initiative on problems that are in DIRE need of solutions. 1 tweet isnt going to save our planet/nation/city from global warming, political injustice, racism, crime, pollution, etc. yall need to wake up",10,6,433,0.0,0.05,,New York City
1126368672216260608,Thu May 09 06:09:53 +0000 2019,_Oliver_Yates,it is worth stating coal is the leading cause of climate change in australia and that australia is the world largest coal erter arguments that australia has a small impact on global warming are horribly and deceptively wrong vote1yates kooyong votes,"It’s worth stating, coal is the leading cause of climate change in Australia and that Australia is the  world’s largest coal exporter. Arguments that Australia has a small impact on global warming are horribly and deceptively wrong. 
#Vote1Yates #KooyongVotes",125,65,5815,-0.29,0.48,"Vote1Yates, KooyongVotes","Kew, Melbourne"
1126368491483881472,Thu May 09 06:09:09 +0000 2019,eachus,just exactly as they changed global warming to climate change because they knew how weak the evidence for actual extranormal warming is,"@manifesto2000 @Sliskovic @oldfosil66 @tan123 @SylviaD32911201 @drwaheeduddin @SombreGreen @YackyDoodleDnDy @KinkerMichards @Barbarajdurkin @Tangomitteckel @hoststhefartin1 @2013Boodicca @gjcats @heymikey80 @BarbaraMcK42 @DawnTJ90 @nemo_gratis @JaggerMickOZ @GillesnFio @dbirch214 @Lydienee @RogTallbloke @kuhn_reinhard @shookster1000 @JWSpry @Trismos @DenisCoghlan @Leigh252425 @nobadgers @CymaticWave @Chaologistician @TheEndisFar @carlblom_robert @rigga_mortis @Captbobdad @Tea4gunsSC @ScribesShade @steve_v999 @RonCrunt @Carbongate @GretaThunberg @350 @350action @ToyotaMotorCorp @BMW @GregVezina @JoyceMisoi1 @markwindows @UN Just exactly as they changed ""global warming"" to ""climate change"" because they knew how weak the evidence for actual extra-normal warming is.",5,0,1451,-0.03125,0.24375,,RTs are the words of others.
1126364921397010433,Thu May 09 05:54:58 +0000 2019,SilERabbit,and global warming but that is a talk joe does not want to have,"@SpicoliTaknCuba And global warming, but that's a talk Joe doesn't want to have.",10,1,33297,0.0,0.0,,"Ecuadorian Cafe, EmbassySuites"
1126363929519775744,Thu May 09 05:51:02 +0000 2019,klimaaksjon112,climate change un chief says 'total disaster if global warming not stopped,Climate change: UN chief says 'total disaster' if global warming not stopped https://t.co/wB1a7fqda2,10,6,258,0.0,0.375,,
1126363888759517184,Thu May 09 05:50:52 +0000 2019,incorrectikon,bobby girls are hot bobby guys are hot bobby why is everyone so hot donghyuk global warming,"Bobby : girls are hot

Bobby: guys are hot

Bobby: why is everyone so hot?

Donghyuk : global warming",1015,559,3780,0.1875,0.6375000000000001,,
1126363576493531136,Thu May 09 05:49:38 +0000 2019,KCTaz,it is cold today in the high desert and we had hail geez is not it time for that global warming thingy to kick in,"It is cold today in the high desert and we had HAIL! Geez, isn't it time for that Global Warming thingy to kick in? https://t.co/La7WHtzCuw",18,4,719,-0.14666666666666664,0.5133333333333333,,
1126362042955436033,Thu May 09 05:43:32 +0000 2019,EddieLyons3,that is because in the past century society has been deliberately reengineered around the car with all the disastrous consequences we now face including global warming car reviewers are part of the problem not the solution,"@jimmyendless @DublinVelo2019 @LordHumphreys @MacL0ve @Shane_O_D @ccferrie @Photaculous @GalwayCityCars @Independent_ie @IBIKEDublin @cosaingalway @Cyclistie That's because in the past century society has been deliberately reengineered around the car, with all the disastrous consequences we now face, including global warming. Car reviewers are part of the problem, not the solution.",6,0,218,-0.31666666666666665,0.35000000000000003,,Cork
1126357232495411200,Thu May 09 05:24:25 +0000 2019,AlbhyCaber,i guess it is global burning now not global warming,"I guess it's Global burning now, not Global warming.",28,6,339,0.0,0.0,,
1126357102010806272,Thu May 09 05:23:54 +0000 2019,anitamkay,it is this hot in ordibehesht and some of you all still do not believe in global warming lol,It’s THIS hot in Ordibehesht and some of y’all still don’t believe in global warming lol,5,0,85,0.35000000000000003,0.5166666666666667,,
1126356409799593986,Thu May 09 05:21:09 +0000 2019,OsmundsenTerje,us breaks from arctic consensus on climate change at a meeting of the arctic council secretary of state mike pompeo refused to identify global warming as a threat instead hailing an oil rush as sea ice melts,"US breaks from Arctic consensus on climate change https://t.co/ppiYYa0tcT ""At a meeting of the Arctic Council, secretary of state Mike Pompeo refused to identify global warming as a threat, instead hailing an oil rush as sea ice melts"" https://t.co/ky339KpSLN",31,39,28320,0.0,0.0,,"Oslo, Norge"
1126356024313536512,Thu May 09 05:19:37 +0000 2019,savewaternaula1,a study found that at the current rate of global warming twothirds of the himalayan glaciers could be lost by pic,"A 2017 study found that at the current rate of global warming, two-thirds of the Himalayan glaciers could be lost by 2100.
#पानीकीआवाजसुनो2030
#जलमेव_जीवनम
@mowrrdgr @SDG2030 @ClimateReality @UN_Water @WetlandsIntMY @NatGeo @WetlandsIntMY @RiteshEconomics @krdeepak86 
pic-@Google https://t.co/jDTN5FMPRD",8,9,226,0.0,0.2,"पानीकीआवाजसुनो2030, जलमेव_जीवनम","New Delhi, India"
1126354482495983616,Thu May 09 05:13:29 +0000 2019,TeslaForThe_Win,this is one of the best documentaries you will ever see about how we began to learn we have a problem growing climate change and global warming and how much power big oil has for real treat see sequel revenge of electric car beginning of tesla both great films,This is one of the best documentaries you will ever see about how we began to learn we have a problem growing (climate change and global warming) and how much power big oil has. For real treat see sequel “Revenge of Electric Car” beginning of Tesla!!! Both great films!!! https://t.co/Xa2bhStk9z,9,4,830,0.3666666666666667,0.27499999999999997,,"Saint Paul, Minnesota"
1126352974429638658,Thu May 09 05:07:30 +0000 2019,johnflipside,this week the media frantically hyped an extinction crisis one million species at risk of extinction un report warns omitted by this report which pushes the globalwarming scare is that having more carbon dioxide in the air is actually making the planet greener,"This week the media frantically hyped an “extinction crisis” One million species at risk of extinction, UN report warns”..🤦🏻‍♂️ Omitted by this report which pushes the global-warming scare, is that having more carbon dioxide in the air, is actually making the planet greener..🤔",7,5,8869,0.25,0.3,,
1126352399529062400,Thu May 09 05:05:13 +0000 2019,jimmysrealmom,bro what are we gon na do about global warming tho,bro what are we gonna do about global warming tho,5,3,46,0.0,0.0,,
1126349299292549120,Thu May 09 04:52:54 +0000 2019,SnowflakeTakes,si must not be worried about the extra ink and paper this issue will use i wish si cared more about the environment global warming is real,@SI_Swimsuit @HunterMcGrady SI must not be worried about the extra ink and paper this issue will use. I wish SI cared more about the environment. Global warming is real.,8,4,528,0.175,0.225,,"Snowflake, AZ"
1126349167171907585,Thu May 09 04:52:22 +0000 2019,BFISA,california decides to regulate cow farts in order to fight global warming,California Decides to Regulate Cow Farts in Order to Fight Global Warming - https://t.co/sBRnN4phuN,5,6,57575,-0.06666666666666667,0.08333333333333333,,"Cibolo, TX"
1126348576777494528,Thu May 09 04:50:01 +0000 2019,cjmunich,2/ in thesis on arctic sea ice with clear mention of potential global warming dr rer nat from u hamburg in germany lots more coding and analysis of sea ice,"2/ in 1979, thesis on Arctic Sea ice with clear mention of potential global warming.  1983 Dr rer Nat from U Hamburg in Germany.  Lots more coding and analysis of sea ice",6,1,822,0.15,0.4708333333333333,,"Munich, Bavaria"
1126348028724563968,Thu May 09 04:47:51 +0000 2019,alto_kat,glenn beck has always been crazy i received fucking hate mail and threats from his listeners after he shared a song my friend and i wrote about global warming when we were how does he still have a platform,GLENN BECK HAS ALWAYS BEEN CRAZY. I received fucking hate mail and threats from his listeners after he shared a song my friend and I wrote about global warming when we were 11! How does he still have a platform!!! https://t.co/4GWLLJ2tIq,5,0,321,-0.4666666666666666,0.6,,"Chicago, IL"
